Country Name,Country Code,Year,Value
Syrian Arab Republic,SYR,1974,
Syrian Arab Republic,SYR,1975,
Syrian Arab Republic,SYR,1976,
Syrian Arab Republic,SYR,1977,
Syrian Arab Republic,SYR,1978,
Syrian Arab Republic,SYR,1979,
Syrian Arab Republic,SYR,1980,
Syrian Arab Republic,SYR,1981,
Syrian Arab Republic,SYR,1982,
Syrian Arab Republic,SYR,1983,
Syrian Arab Republic,SYR,1984,
Syrian Arab Republic,SYR,1985,
Syrian Arab Republic,SYR,1986,
Syrian Arab Republic,SYR,1987,
Syrian Arab Republic,SYR,1988,
Syrian Arab Republic,SYR,1989,
Syrian Arab Republic,SYR,1990,
Syrian Arab Republic,SYR,1991,
Syrian Arab Republic,SYR,1992,
Syrian Arab Republic,SYR,1993,12000000.0
Syrian Arab Republic,SYR,1994,11000000.0
Syrian Arab Republic,SYR,1995,15000000.0
Syrian Arab Republic,SYR,1996,20000000.0
Syrian Arab Republic,SYR,1997,25000000.0
Syrian Arab Republic,SYR,1998,29000000.0
Syrian Arab Republic,SYR,1999,28000000.0
Syrian Arab Republic,SYR,2000,29000000.0
Syrian Arab Republic,SYR,2001,30000000.0
Syrian Arab Republic,SYR,2002,35000000.0
Syrian Arab Republic,SYR,2003,40000000.0
Syrian Arab Republic,SYR,2004,42000000.0
Syrian Arab Republic,SYR,2005,40000000.0
Syrian Arab Republic,SYR,2006,235000000.0
Syrian Arab Republic,SYR,2007,249578160.0
Syrian Arab Republic,SYR,2008,209974280.0
Syrian Arab Republic,SYR,2009,211257375.0
Syrian Arab Republic,SYR,2010,530185085.525062
Syrian Arab Republic,SYR,2011,
Syrian Arab Republic,SYR,2012,
Syrian Arab Republic,SYR,2013,
Syrian Arab Republic,SYR,2014,
Syrian Arab Republic,SYR,2015,
Syrian Arab Republic,SYR,2016,
Syrian Arab Republic,SYR,2017,
Syrian Arab Republic,SYR,2018,
Syrian Arab Republic,SYR,2019,
Syrian Arab Republic,SYR,2020,
Syrian Arab Republic,SYR,2021,
Turkiye,TUR,1960,
Turkiye,TUR,1961,
Turkiye,TUR,1962,
Turkiye,TUR,1963,
Turkiye,TUR,1964,
Turkiye,TUR,1965,
Turkiye,TUR,1966,
Turkiye,TUR,1967,
Turkiye,TUR,1968,
Turkiye,TUR,1969,
Turkiye,TUR,1970,
Turkiye,TUR,1971,
Turkiye,TUR,1972,
Turkiye,TUR,1973,
Turkiye,TUR,1974,
Turkiye,TUR,1975,
Turkiye,TUR,1976,
Turkiye,TUR,1977,
Turkiye,TUR,1978,
Turkiye,TUR,1979,
Turkiye,TUR,1980,
Turkiye,TUR,1981,
Turkiye,TUR,1982,
Turkiye,TUR,1983,
Turkiye,TUR,1984,
Turkiye,TUR,1985,
Turkiye,TUR,1986,
Turkiye,TUR,1987,
Turkiye,TUR,1988,
Turkiye,TUR,1989,
Turkiye,TUR,1990,
Turkiye,TUR,1991,
Turkiye,TUR,1992,
Turkiye,TUR,1993,
Turkiye,TUR,1994,
Turkiye,TUR,1995,
Turkiye,TUR,1996,
Turkiye,TUR,1997,
Turkiye,TUR,1998,
Turkiye,TUR,1999,
Turkiye,TUR,2000,
Turkiye,TUR,2001,
Turkiye,TUR,2002,
Turkiye,TUR,2003,
Turkiye,TUR,2004,
Turkiye,TUR,2005,108000000.0
Turkiye,TUR,2006,124000000.0
Turkiye,TUR,2007,124000000.0
Turkiye,TUR,2008,126000000.0
Turkiye,TUR,2009,157000000.0
Turkiye,TUR,2010,190000000.0
Turkiye,TUR,2011,268000000.0
Turkiye,TUR,2012,404000000.0
Turkiye,TUR,2013,689000000.0
Turkiye,TUR,2014,815000000.0
Turkiye,TUR,2015,850000000.0
Turkiye,TUR,2016,1108000000.0
Turkiye,TUR,2017,631000000.0
Turkiye,TUR,2018,627000000.0
Turkiye,TUR,2019,678000000.0
Turkiye,TUR,2020,521000000.0
Turkiye,TUR,2021,631000000.0
